,Age_at_win,Prize_USD,date
1069,24.0,3500,2012-03-25
1070,22.0,68707,2015-03-15
1071,22.0,323,2015-05-05
1072,22.0,1815,2015-06-20
1073,22.0,1816,2015-07-10
1074,23.0,2120,2015-09-13
1075,23.0,2147,2015-10-04
1076,23.0,1561,2015-10-26
1077,23.0,5000,2015-11-07
1078,23.0,400,2015-11-15
1079,23.0,210,2015-12-18
1080,24.0,1000,2012-04-08
1081,23.0,35008,2016-05-01
1082,23.0,701,2016-05-21
1083,23.0,2145,2016-05-22
1084,23.0,840,2016-05-23
1085,24.0,749,2016-07-31
1086,24.0,2560,2016-09-03
1087,24.0,3618,2016-09-10
1088,24.0,5377,2016-09-11
1089,24.0,1810,2016-10-03
1090,24.0,15000,2016-11-05
1091,24.0,1450,2012-04-22
1092,24.0,2562,2016-11-14
1093,24.0,4000,2016-11-20
1094,24.0,750,2016-12-10
1095,24.0,250,2016-12-18
1096,24.0,3750,2017-01-21
1097,24.0,173,2017-01-23
1098,24.0,725,2017-01-28
1099,24.0,49,2017-02-07
1100,24.0,3300,2017-03-05
1101,24.0,375,2017-03-18
1102,24.0,855,2012-05-17
1103,24.0,2682,2017-03-26
1104,24.0,105,2017-04-04
1105,24.0,50,2017-04-05
1106,24.0,878,2017-04-20
1107,24.0,439,2017-04-28
1108,24.0,25,2017-06-06
1109,24.0,2496,2017-06-10
1110,24.0,3044,2017-06-18
1111,24.0,2643,2017-06-24
1112,24.0,150,2017-07-04
1113,24.0,668,2011-02-03
1114,20.0,174,2011-10-22
1115,24.0,500,2012-05-27
1116,25.0,40,2017-07-12
1117,25.0,40,2017-07-17
1118,25.0,4500,2017-07-23
1119,25.0,500,2017-08-13
1120,25.0,50,2017-08-15
1121,25.0,200,2017-08-15
1122,25.0,75,2017-08-29
1123,25.0,25,2017-09-05
1124,13.0,442,2010-10-02
1125,14.0,185,2011-09-10
1126,24.0,1000,2012-06-10
1127,14.0,717,2012-03-01
1128,14.0,1000,2012-03-09
1129,14.0,3789,2012-04-07
1130,14.0,684,2012-05-17
1131,14.0,1710,2012-05-19
1132,14.0,825,2012-06-03
1133,14.0,100,2012-06-16
1134,14.0,527,2012-07-25
1135,14.0,1317,2012-07-27
1136,15.0,292,2012-07-28
1137,24.0,454,2012-07-01
1138,15.0,142,2012-08-11
1139,15.0,904,2012-10-18
1140,15.0,166,2012-11-21
1141,15.0,264,2012-12-08
1142,15.0,1395,2012-12-14
1143,15.0,372,2012-12-14
1144,15.0,1719,2013-02-07
1145,15.0,551,2013-02-27
1146,15.0,166,2013-03-29
1147,15.0,530,2013-06-01
1148,24.0,750,2012-07-15
1149,15.0,1500,2013-06-01
1150,15.0,205,2013-07-20
1151,16.0,20000,2013-08-10
1152,16.0,5000,2013-08-25
1153,16.0,7000,2013-10-19
1154,16.0,10000,2013-10-27
1155,16.0,1000,2013-11-01
1156,16.0,17500,2013-11-09
1157,16.0,3783,2013-12-08
1158,16.0,2057,2014-04-01
1159,24.0,527,2012-07-25
1160,16.0,3793,2014-04-05
1161,16.0,945,2014-04-26
1162,16.0,7890,2014-06-28
1163,16.0,2880,2014-07-08
1164,17.0,1920,2014-08-09
1165,17.0,2318,2014-10-04
1166,17.0,50,2014-10-16
1167,17.0,50,2014-10-19
1168,17.0,15,2014-10-20
1169,17.0,1000,2014-10-21
1170,24.0,1317,2012-07-27
1171,17.0,4000,2015-02-01
1172,17.0,913,2015-02-14
1173,17.0,3000,2015-03-15
1174,17.0,36160,2015-03-21
1175,17.0,1346,2015-03-22
1176,17.0,663,2015-04-25
1177,17.0,323,2015-05-05
1178,17.0,1815,2015-06-20
1179,17.0,2285,2015-06-28
1180,17.0,744,2015-07-04
1181,24.0,500,2012-10-21
1182,17.0,908,2015-07-10
1183,17.0,709,2015-07-12
1184,18.0,3436,2015-10-04
1185,18.0,2422,2015-10-10
1186,18.0,5000,2015-11-07
1187,18.0,75,2015-11-24
1188,18.0,1666,2016-02-05
1189,18.0,729,2016-03-26
1190,18.0,1804,2016-05-21
1191,18.0,400,2016-07-04
1192,25.0,371,2013-07-20
1193,19.0,2697,2016-07-31
1194,19.0,7466,2016-09-03
1195,19.0,3618,2016-09-10
1196,19.0,1810,2016-10-03
1197,19.0,5862,2016-11-12
1198,19.0,1500,2016-12-18
1199,19.0,100000,2017-01-15
1200,19.0,795,2017-01-19
1201,19.0,4470,2017-03-26
1202,19.0,879,2017-04-09
1203,16.0,443,2010-11-13
1204,19.0,3833,2017-06-10
1205,19.0,6607,2017-06-24
1206,20.0,500,2017-07-30
1207,20.0,200,2017-08-22
1208,20.0,200,2017-08-29
1209,20.0,150,2017-09-05
1210,20.0,2646,2017-09-16
1211,22.0,530,2010-12-30
1212,23.0,781,2011-01-31
1213,23.0,743,2011-02-10
1214,17.0,25969,2010-12-18
1215,23.0,250,2011-03-26
1216,23.0,1380,2011-05-14
1217,23.0,919,2011-06-18
1218,23.0,3931,2011-06-21
1219,23.0,2847,2011-07-30
1220,23.0,5000,2011-08-28
1221,23.0,1856,2011-09-10
1222,23.0,700,2011-10-16
1223,23.0,1743,2011-10-22
1224,23.0,500,2011-10-28
1225,20.0,2000,2011-10-25
1226,17.0,1345,2011-01-29
1227,23.0,1327,2011-12-07
1228,23.0,708,2011-12-07
1229,23.0,33,2011-12-09
1230,24.0,358,2012-03-01
1231,24.0,1345,2012-03-03
1232,24.0,1473,2012-04-07
1233,24.0,3000,2012-04-08
1234,24.0,684,2012-05-17
1235,24.0,8000,2012-05-27
1236,24.0,290,2012-06-03
1237,17.0,533,2011-03-19
1238,24.0,1000,2012-06-03
1239,24.0,527,2012-07-25
1240,24.0,250,2012-07-28
1241,24.0,200,2012-08-11
1242,24.0,1100,2012-08-19
1243,24.0,542,2012-10-18
1244,24.0,1356,2012-10-20
1245,24.0,7250,2012-11-04
1246,24.0,4000,2012-11-11
1247,24.0,500,2012-11-12
1248,17.0,1380,2011-05-14
1249,24.0,7000,2012-12-02
1250,24.0,616,2012-12-08
1251,24.0,558,2012-12-14
1252,25.0,919,2013-02-27
1253,25.0,1838,2013-03-09
1254,25.0,3000,2013-03-17
1255,25.0,200,2013-03-29
1256,25.0,3500,2013-06-01
1257,25.0,140,2013-07-20
1258,25.0,2000,2013-07-28
1259,17.0,1839,2011-06-18
1260,25.0,7000,2013-08-10
1261,25.0,40000,2013-08-25
1262,25.0,1500,2013-10-19
1263,25.0,565,2013-10-19
1264,25.0,17500,2013-11-09
1265,25.0,376,2013-11-23
1266,25.0,3000,2013-11-24
1267,25.0,400,2013-12-01
1268,25.0,1891,2013-12-08
1269,26.0,1000,2014-02-01
1270,17.0,700,2011-07-31
1271,26.0,5000,2014-04-13
1272,26.0,1800,2014-05-04
1273,26.0,875,2014-06-08
1274,26.0,15000,2014-07-06
1275,26.0,8000,2014-07-13
1276,26.0,998,2014-08-09
1277,26.0,3444,2014-09-14
1278,26.0,20000,2014-09-20
1279,26.0,25000,2014-10-12
1280,26.0,7500,2014-11-08
1281,17.0,142,2011-08-09
1282,26.0,2000,2014-12-07
1283,27.0,763,2015-03-22
1284,27.0,1371,2015-06-28
1285,27.0,2526,2015-09-05
1286,27.0,4000,2015-09-19
1287,27.0,730,2015-10-04
1288,27.0,460,2015-11-15
1289,27.0,1100,2015-11-15
1290,27.0,1250,2015-11-28
1291,28.0,1666,2016-02-05
1292,17.0,250,2011-09-22
1293,28.0,1740,2016-06-22
1294,28.0,3585,2016-09-11
1295,20.0,35,2011-05-16
1296,20.0,35,2011-06-06
1297,20.0,71,2011-06-09
1298,20.0,35,2011-06-13
1299,21.0,3431,2011-10-08
1300,21.0,133,2011-11-28
1301,21.0,650,2012-02-11
1302,21.0,3591,2012-02-24
1303,17.0,650,2011-10-05
1304,21.0,66,2012-03-08
1305,21.0,330,2012-03-29
1306,21.0,2000,2012-04-01
1307,21.0,130,2012-04-16
1308,21.0,122,2012-07-16
1309,21.0,91,2012-07-18
1310,22.0,350,2012-07-28
1311,22.0,3000,2012-08-25
1312,22.0,800,2012-09-02
1313,22.0,259,2012-09-13
1314,18.0,75,2012-04-01
1315,22.0,300,2012-09-28
1316,22.0,256,2012-11-04
1317,22.0,1271,2012-11-16
1318,22.0,3772,2012-11-24
1319,22.0,572,2012-11-27
1320,22.0,500,2012-12-02
1321,22.0,4490,2012-12-09
1322,22.0,1000,2012-12-16
1323,22.0,262,2012-12-16
1324,22.0,10000,2012-12-22
1325,18.0,40,2012-06-03
1326,22.0,650,2013-01-20
1327,22.0,641,2013-01-22
1328,22.0,100,2013-01-26
1329,22.0,655,2013-02-05
1330,22.0,668,2013-02-09
1331,22.0,1446,2013-02-10
1332,22.0,665,2013-02-12
1333,22.0,2339,2013-02-18
1334,22.0,1764,2013-02-24
1335,22.0,1400,2013-03-09
1336,20.0,5250,2011-11-20
1337,18.0,500,2012-07-01
1338,22.0,100,2013-03-16
1339,22.0,130,2013-03-17
1340,22.0,6092,2013-03-24
1341,22.0,166,2013-03-29
1342,22.0,130,2013-04-21
1343,22.0,646,2013-05-29
1344,22.0,3500,2013-06-02
1345,22.0,6500,2013-06-23
1346,23.0,3800,2013-07-28
1347,23.0,370,2013-08-03
1348,18.0,150,2012-07-15
1349,23.0,1500,2013-08-11
1350,23.0,333,2013-08-18
1351,23.0,833,2013-09-14
1352,23.0,1081,2013-09-20
1353,23.0,2190,2013-10-02
1354,23.0,100,2013-10-19
1355,23.0,200,2013-11-03
1356,23.0,2000,2013-11-24
1357,23.0,100,2013-11-27
1358,23.0,135,2013-12-01
1359,18.0,292,2012-07-28
1360,23.0,500,2013-12-15
1361,23.0,1000,2014-01-19
1362,23.0,2467,2014-02-17
1363,23.0,3291,2014-02-22
1364,23.0,8000,2014-03-09
1365,23.0,102,2014-03-11
1366,23.0,50,2014-03-12
1367,23.0,100,2014-03-27
1368,23.0,750,2014-04-04
1369,23.0,5000,2014-04-13
1370,19.0,308,2012-12-08
1371,23.0,1000,2014-04-27
1372,23.0,3000,2014-05-04
1373,23.0,150,2014-05-29
1374,23.0,75,2014-06-04
1375,23.0,205,2014-06-17
1376,23.0,100,2014-06-24
1377,23.0,3000,2014-07-06
1378,23.0,135,2014-07-13
1379,23.0,1000,2014-07-20
1380,23.0,4869,2014-07-26
1381,25.0,3545,2010-11-13
1382,23.0,833,2014-07-27
1383,24.0,3000,2014-08-03
1384,24.0,800,2014-08-24
1385,24.0,1000,2014-08-31
1386,24.0,13028,2014-09-07
1387,24.0,3000,2014-09-14
1388,24.0,500,2014-09-30
1389,24.0,1149,2014-10-05
1390,24.0,2000,2014-10-05
1391,24.0,236,2014-10-15
1392,26.0,2690,2011-01-29
1393,24.0,875,2014-11-16
1394,24.0,1239,2014-11-22
1395,24.0,1000,2014-12-07
1396,24.0,872,2014-12-11
1397,24.0,498,2014-12-17
1398,24.0,500,2015-01-18
1399,24.0,50,2015-03-01
1400,24.0,100,2015-03-03
1401,24.0,489,2015-03-21
1402,24.0,8000,2015-04-05
1403,26.0,2667,2011-03-19
1404,24.0,150,2015-04-19
1405,24.0,300,2015-04-24
1406,24.0,328,2015-05-02
1407,24.0,335,2015-05-05
1408,24.0,200,2015-05-15
1409,24.0,250,2015-05-22
1410,24.0,111,2015-05-24
1411,24.0,60,2015-05-31
1412,24.0,1254,2015-06-02
1413,24.0,83,2015-06-09
1414,26.0,2671,2011-04-09
1415,24.0,3221,2015-06-21
1416,24.0,119,2015-06-21
1417,24.0,500,2015-06-22
1418,24.0,4500,2015-06-28
1419,24.0,178,2015-07-10
1420,24.0,211,2015-07-13
1421,24.0,1000,2015-07-19
1422,25.0,200,2015-07-31
1423,25.0,1000,2015-08-09
1424,25.0,6000,2015-09-13
1425,26.0,4600,2011-05-14
1426,25.0,112,2015-09-20
1427,25.0,168,2015-09-22
1428,25.0,1000,2015-09-25
1429,25.0,300,2015-09-30
1430,25.0,84,2015-10-21
1431,25.0,25,2015-10-31
1432,25.0,750,2015-11-21
1433,25.0,15000,2015-11-21
1434,25.0,150,2015-12-12
1435,25.0,2500,2015-12-20
1436,26.0,350,2011-05-15
1437,25.0,50,2015-12-27
1438,25.0,54,2015-12-27
1439,25.0,143,2016-01-10
1440,25.0,500,2016-01-17
1441,25.0,54,2016-01-17
1442,25.0,50,2016-01-17
1443,25.0,1000,2016-01-24
1444,25.0,1000,2016-02-02
1445,25.0,800,2016-02-14
1446,25.0,108,2016-02-14
1447,20.0,50,2011-12-01
1448,26.0,1839,2011-06-18
1449,25.0,335,2016-02-16
1450,25.0,108,2016-02-21
1451,25.0,20,2016-02-25
1452,25.0,108,2016-02-28
1453,25.0,15000,2016-03-05
1454,25.0,83,2016-03-15
1455,25.0,400,2016-03-16
1456,25.0,8000,2016-03-26
1457,25.0,1000,2016-03-27
1458,25.0,50,2016-04-03
1459,26.0,1898,2011-07-30
1460,25.0,60,2016-04-04
1461,25.0,400,2016-04-09
1462,25.0,113,2016-04-10
1463,25.0,57,2016-05-01
1464,25.0,5000,2016-05-08
1465,25.0,1500,2016-05-14
1466,25.0,1909,2016-05-23
1467,25.0,56,2016-06-12
1468,25.0,10,2016-06-13
1469,25.0,336,2016-06-14
1470,26.0,1400,2011-08-28
1471,25.0,56,2016-06-19
1472,25.0,2000,2016-06-26
1473,25.0,252,2016-06-28
1474,25.0,60,2016-06-29
1475,25.0,20,2016-06-30
1476,25.0,100,2016-07-06
1477,25.0,800,2016-07-09
1478,25.0,5000,2016-07-16
1479,26.0,1000,2016-07-31
1480,26.0,22463,2016-08-07
1481,26.0,2800,2011-09-04
1482,26.0,1500,2016-08-14
1483,26.0,500,2016-08-26
1484,26.0,20,2016-08-27
1485,26.0,95,2016-08-28
1486,26.0,12,2016-08-28
1487,26.0,10,2016-08-29
1488,26.0,145,2016-09-01
1489,26.0,40,2016-09-04
1490,26.0,12,2016-09-04
1491,26.0,55,2016-09-04
1492,26.0,1856,2011-09-10
1493,26.0,18000,2016-09-11
1494,26.0,331,2016-09-13
1495,26.0,160,2016-09-17
1496,26.0,75,2016-09-17
1497,26.0,50,2016-09-18
1498,26.0,90,2016-09-27
1499,26.0,331,2016-10-11
1500,26.0,70,2016-10-14
1501,26.0,35,2016-10-22
1502,26.0,130,2016-10-22
1503,26.0,1307,2011-10-22
1504,26.0,75,2016-10-22
1505,26.0,50,2016-10-30
1506,26.0,10000,2016-11-05
1507,26.0,60,2016-11-10
1508,26.0,70,2016-11-12
1509,26.0,37,2016-11-12
1510,26.0,3165,2016-11-24
1511,26.0,35,2016-11-26
1512,26.0,200,2016-11-26
1513,26.0,20,2016-12-05
1514,27.0,1327,2011-12-07
1515,26.0,15,2016-12-06
1516,26.0,106,2016-12-11
1517,26.0,50,2016-12-11
1518,26.0,60,2016-12-12
1519,26.0,75,2016-12-16
1520,26.0,120,2016-12-17
1521,26.0,50,2016-12-18
1522,26.0,20,2016-12-19
1523,26.0,500,2017-01-08
1524,26.0,105,2017-01-08
1525,27.0,531,2011-12-07
1526,26.0,60,2017-01-16
1527,26.0,105,2017-01-22
1528,26.0,55,2017-01-29
1529,26.0,200,2017-01-29
1530,26.0,156,2017-02-14
1531,26.0,60,2017-02-19
1532,26.0,75,2017-02-19
1533,26.0,90,2017-02-19
1534,26.0,200,2017-02-19
1535,26.0,300,2017-02-21
1536,27.0,896,2012-03-01
1537,26.0,20,2017-02-24
1538,26.0,1100,2017-03-05
1539,26.0,60,2017-03-06
1540,26.0,50,2017-03-13
1541,26.0,50,2017-03-18
1542,26.0,75,2017-03-18
1543,26.0,105,2017-03-19
1544,26.0,250,2017-03-26
1545,26.0,100,2017-03-29
1546,26.0,800,2017-04-08
1547,27.0,1345,2012-03-03
1548,26.0,107,2017-04-09
1549,26.0,75,2017-04-09
1550,26.0,200,2017-04-09
1551,26.0,161,2017-04-11
1552,26.0,107,2017-04-16
1553,26.0,2500,2017-04-30
1554,26.0,161,2017-05-09
1555,26.0,10,2017-05-18
1556,26.0,400,2017-05-20
1557,26.0,25,2017-05-21
1558,20.0,33,2011-12-03
1559,27.0,176,2012-04-07
1560,26.0,400,2017-06-03
1561,26.0,25,2017-06-03
1562,26.0,20,2017-06-10
1563,26.0,40,2017-06-11
1564,26.0,2500,2017-06-19
1565,26.0,25,2017-06-26
1566,26.0,45,2017-07-03
1567,26.0,37,2017-07-03
1568,26.0,150,2017-07-03
1569,26.0,75,2017-07-08
1570,27.0,342,2012-05-17
1571,26.0,400,2017-07-08
1572,26.0,171,2017-07-11
1573,26.0,10000,2017-07-15
1574,27.0,3067,2017-08-05
1575,27.0,100,2017-08-06
1576,27.0,12,2017-08-06
1577,27.0,150,2017-08-12
1578,27.0,12,2017-08-12
1579,27.0,70,2017-08-12
1580,27.0,12,2017-08-12
1581,27.0,1282,2012-05-19
1582,27.0,600,2017-08-19
1583,27.0,117,2017-08-20
1584,27.0,100,2017-09-04
1585,27.0,130,2017-09-04
1586,27.0,12,2017-09-04
1587,27.0,10000,2017-09-10
1588,27.0,179,2017-09-12
1589,15.0,75,2013-05-21
1590,15.0,100,2013-06-17
1591,15.0,1500,2013-08-11
1592,27.0,454,2012-07-01
1593,15.0,100,2013-09-05
1594,15.0,1500,2013-10-20
1595,15.0,200,2013-11-03
1596,16.0,3000,2014-04-13
1597,16.0,2000,2014-07-06
1598,16.0,3000,2014-10-12
1599,17.0,10,2015-03-08
1600,17.0,50,2015-07-24
1601,17.0,4500,2015-09-13
1602,17.0,75,2015-10-09
1603,19.0,3539,2010-10-02
1604,17.0,100,2015-10-10
1605,17.0,25,2015-10-25
1606,17.0,25,2015-11-20
1607,17.0,75,2015-12-10
1608,17.0,50,2015-12-20
1609,17.0,50,2015-12-27
1610,17.0,128,2016-01-16
1611,17.0,194,2016-01-16
1612,17.0,1000,2016-01-24
1613,17.0,25,2016-01-30
1614,19.0,1772,2010-11-13
1615,17.0,200,2016-02-02
1616,17.0,35,2016-02-07
1617,17.0,1600,2016-02-14
1618,18.0,197,2016-02-27
1619,18.0,74,2016-02-27
1620,18.0,6000,2016-03-05
1621,18.0,382,2016-03-20
1622,18.0,252,2016-03-27
1623,18.0,75,2016-04-02
1624,18.0,1600,2016-04-09
1625,19.0,1345,2011-01-29
1626,18.0,60,2016-04-10
1627,18.0,8000,2016-05-08
1628,18.0,6000,2016-05-14
1629,18.0,600,2016-05-31
1630,18.0,60,2016-06-13
1631,18.0,90,2016-06-19
1632,18.0,1600,2016-07-09
1633,18.0,2000,2016-07-16
1634,18.0,8000,2016-07-31
1635,18.0,250,2016-08-07
1636,19.0,1333,2011-03-19
1637,18.0,10000,2016-08-14
1638,18.0,70,2016-08-23
1639,18.0,100,2016-08-26
1640,18.0,750,2016-08-27
1641,18.0,131,2016-08-30
1642,18.0,6000,2016-09-11
1643,18.0,300,2016-09-16
1644,18.0,72,2016-09-20
1645,18.0,18100,2016-10-03
1646,18.0,60,2016-10-10
1647,19.0,18400,2011-05-14
1648,18.0,250,2016-10-15
1649,18.0,2958,2016-10-23
1650,18.0,1208,2016-10-23
1651,18.0,15000,2016-11-05
1652,18.0,106,2016-11-27
1653,18.0,95,2016-12-03
1654,18.0,225,2017-01-08
1655,18.0,50000,2017-01-15
1656,18.0,75,2017-01-21
1657,18.0,20,2017-01-23
1658,20.0,1423,2011-07-30
1659,18.0,200,2017-01-30
1660,18.0,75,2017-02-16
1661,19.0,75,2017-02-17
1662,19.0,300,2017-02-21
1663,19.0,75,2017-02-26
1664,19.0,1100,2017-03-05
1665,19.0,1500,2017-03-26
1666,19.0,75,2017-03-29
1667,19.0,150,2017-03-31
1668,19.0,1600,2017-04-01
1669,20.0,1770,2011-12-07
1670,20.0,185,2011-09-10
1671,19.0,75,2017-04-09
1672,19.0,10,2017-04-09
1673,19.0,100,2017-04-12
1674,19.0,75,2017-04-13
1675,19.0,60,2017-04-16
1676,19.0,75,2017-04-20
1677,19.0,60,2017-04-21
1678,19.0,25000,2017-04-30
1679,19.0,75,2017-05-07
1680,19.0,500,2017-05-07
1681,20.0,100,2011-09-30
1682,19.0,60,2017-05-12
1683,19.0,50,2017-05-13
1684,19.0,75,2017-05-19
1685,19.0,1200,2017-05-20
1686,19.0,75,2017-05-21
1687,19.0,50,2017-05-26
1688,19.0,75,2017-06-02
1689,19.0,600,2017-06-10
1690,19.0,25000,2017-06-19
1691,19.0,250,2017-06-24
1692,20.0,33,2011-12-03
1693,19.0,50,2017-06-26
1694,19.0,75,2017-06-30
1695,19.0,75,2017-07-07
1696,19.0,4000,2017-07-15
1697,19.0,25,2017-07-17
1698,19.0,150,2017-07-21
1699,19.0,3987,2017-08-06
1700,19.0,100,2017-08-08
1701,19.0,75,2017-08-11
1702,19.0,2000,2017-08-13
1703,20.0,531,2011-12-07
1704,19.0,25,2017-08-22
1705,19.0,1600,2017-08-26
1706,19.0,75,2017-09-01
1707,19.0,500,2017-09-04
1708,19.0,25000,2017-09-10
1709,21.0,3078,2013-08-03
1710,21.0,684,2013-08-03
1711,21.0,359,2013-08-10
1712,21.0,377,2013-10-19
1713,21.0,2400,2014-02-11
1714,20.0,173,2012-01-05
1715,21.0,1422,2014-04-05
1716,21.0,674,2014-04-18
1717,22.0,5333,2014-08-09
1718,22.0,3864,2014-10-04
1719,22.0,5682,2014-10-21
1720,22.0,100,2014-12-01
1721,22.0,451,2014-12-07
1722,22.0,4068,2015-03-21
1723,22.0,323,2015-05-05
1724,23.0,4085,2015-06-20
1725,20.0,538,2012-03-01
1726,23.0,908,2015-07-10
1727,23.0,2120,2015-09-13
1728,23.0,3122,2015-10-26
1729,23.0,1666,2016-02-05
1730,23.0,17364,2016-04-09
1731,24.0,701,2016-05-21
1732,24.0,17160,2016-05-22
1733,24.0,7180,2016-05-23
1734,24.0,749,2016-07-31
1735,24.0,2560,2016-09-03
1736,20.0,1345,2012-03-03
1737,24.0,2714,2016-09-10
1738,24.0,5377,2016-09-11
1739,24.0,36,2016-09-27
1740,24.0,4072,2016-10-03
1741,24.0,45,2016-10-04
1742,24.0,250,2016-10-15
1743,24.0,133,2016-10-18
1744,24.0,200,2016-10-19
1745,24.0,30000,2016-11-05
1746,24.0,170,2016-11-14
1747,20.0,375,2012-03-09
1748,24.0,2000,2016-11-20
1749,24.0,1000,2016-12-10
1750,24.0,6000,2016-12-18
1751,24.0,75,2017-01-05
1752,24.0,150,2017-01-08
1753,24.0,24,2017-01-10
1754,24.0,50,2017-01-27
1755,24.0,25,2017-02-03
1756,24.0,300,2017-02-18
1757,24.0,45300,2017-03-05
1758,20.0,176,2012-04-07
1759,24.0,1075,2017-03-18
1760,24.0,35760,2017-03-26
1761,24.0,26,2017-04-04
1762,24.0,439,2017-04-09
1763,24.0,219,2017-04-28
1764,25.0,25,2017-05-18
1765,25.0,4279,2017-06-10
1766,25.0,25,2017-06-20
1767,25.0,4405,2017-06-24
1768,25.0,500,2017-07-30
1769,20.0,342,2012-05-17
1770,25.0,6645,2017-08-06
1771,25.0,75,2017-08-22
1772,25.0,500,2017-08-27
1773,25.0,25,2017-09-02
1774,25.0,6615,2017-09-16
1775,20.0,528,2012-08-25
1776,20.0,24000,2012-10-14
1777,20.0,4523,2012-10-20
1778,20.0,36438,2012-10-27
1779,20.0,3500,2012-11-04
1780,20.0,885,2011-12-07
1781,20.0,1282,2012-05-19
1782,20.0,16000,2012-11-18
1783,20.0,1395,2012-12-14
1784,20.0,372,2012-12-14
1785,20.0,930,2012-12-22
1786,20.0,735,2013-02-27
1787,20.0,3000,2013-03-17
1788,20.0,883,2013-06-01
1789,20.0,1500,2013-06-01
1790,20.0,2667,2013-08-03
1791,20.0,1588,2013-08-03
1792,21.0,371,2013-07-20
1793,20.0,12000,2013-08-10
1794,21.0,7500,2013-08-25
1795,21.0,3500,2013-10-19
1796,21.0,18919,2013-12-08
1797,21.0,685,2014-02-11
1798,21.0,2000,2014-02-16
1799,21.0,7587,2014-04-05
1800,21.0,2057,2014-05-20
1801,21.0,2367,2014-06-28
1802,21.0,685,2014-07-08
1803,23.0,75,2010-11-14
1804,21.0,2133,2014-08-09
1805,22.0,1968,2014-09-14
1806,22.0,3864,2014-10-04
1807,22.0,2000,2014-11-25
1808,22.0,4000,2014-12-07
1809,22.0,451,2014-12-07
1810,22.0,400,2015-01-05
1811,22.0,100,2015-01-10
1812,22.0,1000,2015-02-01
1813,22.0,60,2015-03-01
1814,23.0,20,2011-02-16
1815,22.0,1000,2015-03-15
1816,22.0,1346,2015-03-22
1817,22.0,1000,2015-03-29
1818,22.0,750,2015-04-05
1819,22.0,2000,2015-05-02
1820,22.0,1000,2015-05-08
1821,22.0,83,2015-06-06
1822,22.0,36560,2015-06-28
1823,22.0,10000,2015-07-05
1824,22.0,4087,2015-07-10
1825,23.0,25,2011-02-26
1826,22.0,400,2015-07-19
1827,23.0,1000,2015-09-25
1828,23.0,1288,2015-10-04
1829,23.0,7500,2015-11-07
1830,24.0,20,2012-02-25
1831,24.0,358,2012-03-01
1832,24.0,131,2012-03-15
1833,24.0,100,2012-03-16
1834,24.0,165,2012-03-29
1835,24.0,100,2012-03-30
1836,24.0,700,2011-05-29
1837,24.0,275,2012-03-31
1838,24.0,166,2012-04-04
1839,24.0,126,2012-04-07
1840,24.0,98,2012-04-11
1841,24.0,165,2012-04-25
1842,24.0,25,2012-04-28
1843,24.0,100,2012-05-04
1844,24.0,100,2012-05-05
1845,24.0,255,2012-05-06
1846,24.0,160,2012-05-12
1847,24.0,50,2011-07-01
1848,24.0,128,2012-05-14
1849,24.0,159,2012-05-16
1850,24.0,100,2012-05-19
1851,24.0,100,2012-05-26
1852,24.0,155,2012-05-30
1853,24.0,100,2012-06-02
1854,24.0,252,2012-06-14
1855,24.0,250,2012-06-17
1856,24.0,158,2012-06-20
1857,24.0,100,2012-06-30
1858,24.0,600,2011-08-14
1859,24.0,126,2012-07-02
1860,24.0,639,2012-07-03
1861,24.0,100,2012-07-07
1862,24.0,245,2012-07-15
1863,24.0,153,2012-07-18
1864,24.0,100,2012-07-21
1865,24.0,607,2012-07-24
1866,24.0,702,2012-07-25
1867,24.0,151,2012-07-25
1868,24.0,100,2012-07-28
1869,25.0,12000,2012-06-10
1870,24.0,501,2012-07-28
1871,24.0,614,2012-08-06
1872,24.0,800,2012-08-06
1873,24.0,500,2012-08-14
1874,24.0,500,2012-08-20
1875,24.0,247,2012-08-26
1876,24.0,500,2012-08-27
1877,24.0,625,2012-08-29
1878,24.0,300,2012-09-01
1879,24.0,750,2012-09-02
1880,25.0,450,2012-07-15
1881,24.0,257,2012-09-02
1882,24.0,150,2012-09-08
1883,24.0,500,2012-09-10
1884,24.0,257,2012-09-16
1885,24.0,500,2012-09-17
1886,24.0,262,2012-09-19
1887,24.0,619,2012-09-24
1888,24.0,500,2012-09-24
1889,24.0,643,2012-09-26
1890,24.0,641,2012-09-30
1891,20.0,4315,2011-12-17
1892,25.0,9000,2012-08-25
1893,24.0,500,2012-10-01
1894,24.0,64,2012-10-01
1895,24.0,259,2012-10-07
1896,24.0,500,2012-10-08
1897,24.0,500,2012-10-15
1898,24.0,723,2012-10-18
1899,24.0,262,2012-10-18
1900,24.0,500,2012-10-22
1901,24.0,130,2012-10-23
1902,24.0,500,2012-10-29
1903,25.0,2500,2012-11-18
1904,24.0,100,2012-11-03
1905,24.0,500,2012-11-05
1906,24.0,100,2012-11-10
1907,24.0,500,2012-11-12
1908,24.0,41,2012-11-21
1909,24.0,500,2012-12-02
1910,24.0,528,2012-12-08
1911,24.0,3923,2012-12-13
1912,24.0,18602,2012-12-14
1913,24.0,653,2013-01-04
1914,25.0,250,2013-01-13
1915,25.0,100,2013-02-02
1916,25.0,267,2013-02-09
1917,25.0,267,2013-02-10
1918,25.0,100,2013-02-16
1919,25.0,267,2013-02-17
1920,25.0,100,2013-02-23
1921,25.0,919,2013-02-27
1922,25.0,750,2013-02-28
